date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:53	5259/5259	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/login.html	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/login.html	(from http://ngetemplates.com/dark/dark/index.html)
22:11:54	5341/5341	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/register.html	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/register.html	(from http://ngetemplates.com/dark/dark/index.html)
22:11:56	7227/7227	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/team1.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/team1.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:11:58	7485/7485	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/team2.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/team2.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:11:58	65140/65140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/slide1.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/slide1.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:11:59	7272/7272	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/team3.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/team3.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:00	6223/6223	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/team4.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/team4.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:00	41480/41480	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/slide2.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/slide2.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:01	14579/14579	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/blog1.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/blog1.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:03	16616/16616	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/blog2.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/blog2.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:03	57022/57022	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/slide3.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/slide3.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:03	17204/17204	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/blog3.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/blog3.jpg	(from http://ngetemplates.com/dark/dark/index.html)
22:12:05	21736/21736	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/img/blog4.jpg	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/img/blog4.jpg	(from http://ngetemplates.com/dark/dark/index.html)
