date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:05	23890/23890	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/js/owl.carousel.min.js	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/js/owl.carousel.min.js	(from http://ngetemplates.com/dark/dark/index.html)
22:12:05	2121/2121	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/js/fakeLoader.min.js	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/js/fakeLoader.min.js	(from http://ngetemplates.com/dark/dark/index.html)
22:12:05	601/601	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/js/main.js	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/js/main.js	(from http://ngetemplates.com/dark/dark/index.html)
22:12:06	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:03%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.eot	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:06	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:03%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.eot?	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thind41d.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:06	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:03%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.woff2	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.woff2	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:06	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:04%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.woff	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.woff	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:07	85578/85578	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/js/jquery.min.js	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/js/jquery.min.js	(from http://ngetemplates.com/dark/dark/index.html)
22:12:07	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:04%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.ttf	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Thin.ttf	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:07	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:04%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.eot	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:07	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:04%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.eot?	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Lightd41d.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:07	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:05%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.woff2	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.woff2	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:08	138417/138417	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Jul%202020%2013:43:06%20GMT	http://ngetemplates.com/dark/dark/js/materialize.min.js	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/js/materialize.min.js	(from http://ngetemplates.com/dark/dark/index.html)
22:12:08	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:05%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.woff	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.woff	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:08	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:05%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.ttf	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Light.ttf	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:08	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:05%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.eot	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:08	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:05%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.eot?	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regulard41d.eot	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:09	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:06%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.woff2	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.woff2	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:09	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:06%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.woff	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.woff	(from http://ngetemplates.com/dark/dark/css/materialize.css)
22:12:09	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Jul%202022%2021:12:06%20GMT	http://ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.ttf	G:/Templates/Foodtsamp-Mobile/ngetemplates.com/dark/dark/fonts/roboto/Roboto-Regular.ttf	(from http://ngetemplates.com/dark/dark/css/materialize.css)
